,labels_test,an_prediction,predicted_perplex
1224,False,True,407.5065
1225,False,True,649.40454
1226,False,False,1.0007316
1227,False,False,1.0013384
1228,False,False,1.0016214
1229,False,True,441.42682
1230,False,True,448.319
1231,False,True,461.02017
1232,True,True,446.60138
1233,False,True,492.89114
1234,False,True,1.0303569
1235,False,True,1.0367452
1236,False,False,1.0000025
1237,False,False,1.0000306
1238,False,False,1.0000926
1239,False,False,1.0000008
1240,False,False,1.0
1241,True,True,55.981304
1242,False,True,1.0114841
1243,False,True,1.0114841
1244,False,True,394.90433
1245,False,True,433.6892
1246,True,True,338.82138
1247,False,True,28.006168
1248,False,False,1.0002072
1249,False,False,1.0004182
1250,True,True,596.6537
1251,False,True,454.05997
1252,True,True,468.94653
1253,False,True,2.1160164
1254,False,False,1.0003713
1255,False,False,1.0000302
1256,True,True,1385.1302
1257,False,True,1.0044372
1258,False,True,1.0137602
1259,False,True,1.0513356
1260,False,False,1.0002126
1261,False,False,1.0000188
1262,False,False,1.000525
1263,False,False,1.0011369
1264,False,False,1.0037706
1265,False,True,476.74692
1266,False,True,444.35754
1267,False,True,449.8434
1268,False,True,437.9783
1269,False,True,445.32745
1270,False,True,448.69073
1271,True,True,437.19925
1272,False,True,444.7839
1273,False,True,449.53342
1274,False,True,410.1567
1275,False,False,1.0001581
1276,False,False,1.0001581
1277,True,True,2715.5942
1278,False,True,494.95886
1279,False,True,422.28168
1280,False,True,431.97354
1281,False,True,456.2589
1282,True,True,450.618
1283,False,True,427.7452
1284,True,True,444.8049
1285,False,True,426.29517
1286,False,True,438.07083
1287,False,True,449.88327
1288,False,True,449.88327
1289,False,True,428.32333
1290,False,True,424.37177
1291,True,True,455.95874
1292,False,True,450.58994
1293,True,True,427.52304
1294,False,True,442.10986
1295,False,True,423.4095
1296,False,True,472.6891
1297,False,True,453.56705
1298,False,True,462.27335
1299,False,True,458.7862
1300,False,True,457.79495
1301,False,True,448.4713
1302,True,True,432.57898
1303,False,True,428.2033
1304,False,True,457.2029
1305,False,True,448.21304
1306,False,True,444.96347
1307,False,True,467.0315
1308,False,True,435.12015
1309,False,True,435.12015
1310,False,True,438.06644
1311,False,True,471.3478
1312,False,True,471.3478
1313,False,True,428.26627
1314,False,True,453.5554
1315,False,True,453.5554
1316,False,True,453.08603
1317,False,True,447.8894
1318,False,True,447.8894
1319,False,True,427.3889
1320,False,True,471.7171
1321,False,True,410.60547
1322,False,True,461.00262
1323,False,True,445.00363
1324,False,True,452.78586
1325,True,True,449.25934
1326,True,True,502.2662
1327,False,True,440.7301
1328,False,True,420.38693
1329,True,True,447.6915
1330,False,True,427.24225
1331,True,True,429.61978
1332,False,True,412.2588
1333,False,True,563.2542
1334,False,True,449.22598
1335,False,True,435.02057
1336,False,True,504.7299
1337,False,True,416.10855
1338,False,True,443.86227
1339,False,True,430.31528
1340,True,True,1.0278018
1341,True,True,498.33002
1342,False,True,475.9198
1343,False,True,457.23767
1344,False,True,450.25266
1345,False,True,429.99475
1346,False,True,445.91016
1347,False,True,455.66928
1348,False,True,432.51605
1349,False,True,427.2925
1350,False,True,428.41174
1351,False,True,440.61
1352,False,True,435.49066
1353,False,True,423.535
1354,True,True,447.4559
1355,False,True,427.2925
1356,False,True,440.61
1357,False,True,438.64932
1358,False,True,461.11624
1359,False,True,433.63
1360,False,True,445.24316
1361,False,True,411.62512
1362,False,True,440.99503
1363,False,True,451.47794
1364,True,True,516.1368
1365,False,True,1.0123287
1366,False,True,1.0116265
1367,False,True,355.27042
1368,False,True,485.75327
1369,False,True,444.17618
1370,False,True,439.8398
1371,False,True,443.54666
1372,False,True,463.44455
1373,False,True,376.69537
1374,False,False,1.0001724
1375,False,False,1.0001242
1376,False,False,1.0011028
1377,False,True,1.0066077
1378,True,True,489.80545
1379,False,True,436.96658
1380,False,True,446.96808
1381,False,True,429.85428
1382,True,True,448.54712
1383,False,True,366.37866
1384,False,True,447.5888
1385,False,True,612.0433
1386,True,True,537.0152
1387,False,True,444.47974
1388,False,True,448.0294
1389,False,True,440.7301
1390,False,True,440.7301
1391,False,True,447.45764
1392,False,True,446.05292
1393,False,True,433.9447
1394,True,True,451.3117
1395,False,True,426.27368
1396,True,True,478.12906
1397,True,True,451.68808
1398,False,True,471.8745
1399,False,True,459.28928
1400,False,True,459.56183
1401,False,True,429.18094
1402,False,True,450.3682
1403,False,True,430.76376
1404,False,True,566.1008
1405,False,False,1.0004482
1406,False,False,1.0007746
1407,False,True,1.0152054
1408,True,True,389.0101
1409,False,True,334.67255
1410,False,False,1.0009284
1411,False,False,1.0010862
1412,False,False,1.0009795
1413,False,False,1.0004206
1414,False,False,1.0004206
1415,True,True,533.81964
1416,False,True,449.7769
1417,False,True,455.20834
1418,False,True,435.804
1419,False,True,452.49854
1420,False,True,455.20834
1421,True,True,431.34973
1422,True,True,439.05917
1423,False,True,430.50854
1424,True,True,464.4633
1425,False,True,463.93454
1426,False,True,430.17834
1427,False,True,425.33054
1428,False,True,455.95615
1429,False,True,429.996
1430,False,True,448.7603
1431,False,True,448.84445
1432,False,True,448.84445
1433,False,True,457.72684
1434,True,True,455.75146
1435,False,True,438.86746
1436,False,True,433.71045
1437,False,True,420.62122
1438,False,True,426.4256
1439,False,True,428.51492
1440,False,True,430.59686
1441,False,True,441.67258
1442,False,True,430.59686
1443,False,True,430.806
1444,False,True,430.17834
1445,False,True,463.93454
1446,False,True,440.27512
1447,False,True,441.67258
1448,False,True,468.91776
1449,False,True,458.3431
1450,False,True,445.14066
1451,False,True,450.04425
1452,False,True,440.0157
1453,False,True,440.27512
1454,True,True,434.43692
1455,False,True,429.8968
1456,False,True,425.49408
1457,False,True,441.94644
1458,True,True,441.24365
1459,False,True,433.11066
1460,False,True,452.8936
1461,False,True,452.8936
1462,False,True,453.1438
1463,True,True,448.73532
1464,False,True,428.77795
1465,True,True,438.5997
1466,False,True,449.039
1467,False,True,431.65018
1468,False,True,459.74353
1469,True,True,435.64874
1470,False,True,453.38446
1471,False,True,435.50327
1472,True,True,450.24344
1473,True,True,576.72
1474,False,False,1.0000095
1475,False,True,489.55823
1476,False,True,405.69116
1477,False,True,451.90582
1478,False,True,333.7104
1479,False,True,1.006052
1480,False,False,1.0027956
1481,False,True,1.0892683
1482,False,True,1.0119538
1483,False,False,1.0013673
1484,False,False,1.000064
1485,False,False,1.0000131
1486,False,False,1.0004934
1487,True,True,408.8463
1488,True,True,454.8657
1489,False,True,438.78192
1490,False,True,431.6904
1491,False,True,454.3024
1492,False,True,445.54517
1493,False,True,431.1525
1494,False,True,426.0758
1495,False,True,448.76865
1496,False,True,443.4887
1497,False,True,441.98138
1498,False,True,419.18503
1499,False,True,460.24564
1500,False,True,452.58188
1501,False,True,484.71558
1502,True,True,402.62784
1503,False,False,1.000146
1504,False,False,1.0002605
1505,False,False,1.0017973
1506,False,False,1.0000018
1507,False,False,1.0000007
1508,False,False,1.0001231
1509,False,False,1.0006776
1510,False,False,1.0013446
1511,False,False,1.000146
1512,False,False,1.0002605
1513,True,False,1.0012125
1514,False,False,1.000012
1515,False,False,1.0000018
1516,False,False,1.0000018
1517,False,False,1.0000461
1518,False,False,1.0003235
1519,False,False,1.0003235
1520,True,False,1.0023348
1521,False,True,524.548
1522,False,True,442.4486
1523,True,True,438.02975
1524,False,True,454.52344
1525,False,True,454.52344
1526,False,True,463.47296
1527,False,False,1.0007634
1528,False,False,1.0004934
1529,False,True,1.0898544
1530,False,False,1.0009555
1531,False,True,490.68893
1532,False,True,308.46
1533,True,True,280.90863
1534,False,False,1.0002706
1535,True,True,57.06529
1536,False,False,1.0022799
1537,False,False,1.0015218
1538,False,True,2.0549114
1539,True,True,10.066257
1540,False,True,1.0067344
1541,False,True,1.010311
1542,True,True,11576.793
1543,False,False,1.0000209
1544,False,False,1.0005952
1545,False,False,1.000146
1546,False,False,1.0008445
1547,True,True,1.0080252
1548,False,True,393.80392
1549,False,True,446.07394
1550,True,True,431.54224
1551,True,True,440.52493
1552,False,True,438.9021
1553,True,True,539.17053
1554,False,False,1.0000353
1555,False,False,1.0002097
1556,False,True,395.497
1557,False,True,463.32495
1558,False,True,463.32495
1559,False,True,459.86432
1560,False,True,448.76883
1561,False,True,437.42734
1562,False,True,323.78238
1563,False,False,1.0002174
1564,False,False,1.0002174
1565,False,False,1.0021088
1566,False,True,1.0781896
1567,False,False,1.0000764
1568,False,False,1.0004596
1569,False,False,1.0004596
1570,False,False,1.0003068
1571,False,True,654.06244
1572,False,True,445.94086
1573,True,True,438.74557
1574,False,True,423.97305
1575,False,True,401.7696
1576,False,True,515.63983
1577,False,True,431.70178
1578,False,True,458.05035
1579,False,True,447.0533
1580,False,True,453.21692
1581,False,True,451.25824
1582,False,True,461.06473
1583,True,True,445.673
1584,False,True,412.7916
1585,False,True,444.84637
1586,False,True,432.6376
1587,False,True,432.1896
1588,False,True,440.19763
1589,False,True,434.88855
1590,False,True,482.46274
1591,False,True,437.0731
1592,False,True,449.00803
1593,False,True,452.30826
1594,False,True,440.89075
1595,True,True,458.7094
1596,True,True,543.7943
1597,False,True,1.040963
1598,False,True,459.56094
1599,False,True,443.1398
1600,False,True,446.937
1601,True,True,456.0
1602,False,True,456.64075
1603,False,True,437.00677
1604,False,True,446.5763
1605,False,True,320.347
1606,True,True,419.08057
1607,False,True,1.1337113
1608,False,False,1.0000005
1609,False,False,1.0000021
1610,True,True,49.043552
1611,False,False,1.0003184
1612,False,False,1.000022
1613,False,True,38.2008
1614,False,True,33.14931
1615,False,True,279.4495
1616,True,True,654.6207
1617,False,False,1.0028297
1618,False,False,1.0021902
1619,False,True,42.087894
1620,False,True,1.005951
1621,False,True,410.57712
1622,False,True,455.28113
1623,False,True,441.49252
1624,False,True,427.56235
1625,False,True,386.81595
1626,True,True,390.55795
1627,False,True,416.1723
1628,False,True,463.07684
1629,False,True,514.96075
1630,False,True,1.0193241
1631,False,False,1.0030657
1632,False,False,1.0006611
1633,False,False,1.0001823
1634,False,False,1.0023967
1635,False,False,1.0026876
1636,True,True,1.0044513
1637,False,False,1.0024709
1638,False,False,1.0004694
1639,False,False,1.0011293
1640,True,True,1.1168715
1641,False,False,1.0000125
1642,False,False,1.0000118
1643,False,True,56.919994
1644,False,True,5.3159213
1645,False,True,6.9416065
1646,True,True,4741.679
1647,False,False,1.0000159
1648,False,False,1.0000001
1649,False,False,1.0000143
1650,False,False,1.0001106
1651,False,False,1.0001872
1652,True,True,886.85144
1653,False,False,1.0028304
1654,False,False,1.0003211
1655,False,False,1.0003994
1656,False,False,1.0007505
1657,False,False,1.0004076
1658,True,True,5248.269
1659,False,False,1.0004141
1660,False,False,1.0000002
1661,False,False,1.0000017
1662,False,True,574.4634
1663,False,True,301.41888
1664,False,False,1.0000013
1665,False,False,1.000037
1666,False,False,1.0000061
1667,True,False,1.0005617
1668,False,False,1.0024197
1669,False,False,1.0024197
1670,False,False,1.0033491
1671,False,False,1.0001745
1672,False,False,1.0001745
1673,False,True,464.18735
1674,False,True,479.48923
1675,False,False,1.0000013
1676,False,True,360.3437
1677,False,True,438.3095
1678,False,True,412.60703
1679,False,False,1.0023007
1680,False,True,336.21405
1681,False,True,432.0658
1682,False,True,445.66385
1683,False,True,423.93106
1684,False,True,407.9407
1685,False,True,123.912186
1686,False,True,1.0260837
1687,False,False,1.0019046
1688,False,True,656.04285
1689,False,True,447.01187
1690,False,True,434.6507
1691,True,True,452.2674
1692,True,True,1.021115
1693,False,False,1.0002174
1694,False,False,1.0000004
1695,False,False,1.0
1696,False,False,1.0000002
1697,False,True,640.379
1698,False,True,445.411
1699,False,True,440.0025
1700,False,True,558.4545
1701,False,False,1.0
1702,False,False,1.0000002
1703,False,True,519.83276
1704,False,True,413.12222
1705,False,True,1.012926
1706,False,False,1.0011109
1707,False,True,1.037396
1708,False,False,1.0002103
1709,False,True,2.8802927
1710,False,False,1.0001842
1711,False,False,1.0011543
1712,False,False,1.0000111
1713,False,False,1.0000006
1714,False,False,1.0001202
1715,False,True,1.0132073
1716,False,False,1.0002861
1717,False,False,1.0001869
1718,True,True,492.61792
1719,False,False,1.0000055
1720,False,False,1.0000094
1721,False,False,1.0002525
1722,False,False,1.0000327
1723,False,False,1.0000093
1724,False,False,1.0004212
1725,False,False,1.0000337
1726,False,False,1.0000494
1727,False,True,439.72852
1728,False,True,441.1295
1729,False,True,441.1295
1730,False,True,469.45422
1731,False,True,458.09286
1732,False,True,458.09286
1733,True,True,443.14426
1734,False,True,450.63882
1735,False,True,487.0679
1736,False,True,1.1984627
1737,False,False,1.0000093
1738,False,False,1.0000186
1739,True,True,891.4603
1740,False,False,1.0002875
1741,True,True,507.70624
1742,False,True,555.81036
1743,False,False,1.0000172
1744,False,False,1.0000727
1745,True,False,1.001967
1746,False,True,1.0106896
1747,False,False,1.0001814
1748,False,False,1.0009301
1749,False,False,1.000006
1750,True,True,937.53766
1751,False,False,1.0000001
1752,False,False,1.0000005
1753,False,False,1.0000277
1754,False,False,1.0000625
1755,False,False,1.0000315
1756,False,False,1.0000103
1757,True,False,1.002202
1758,False,False,1.0000051
1759,False,False,1.0004647
1760,False,False,1.0014908
1761,False,False,1.0001459
1762,False,False,1.0004022
1763,False,False,1.0015095
1764,False,False,1.0001515
1765,True,True,412.63828
1766,False,True,397.91956
1767,False,True,503.78146
1768,False,True,483.80167
1769,False,True,398.2481
1770,False,True,457.22968
1771,False,True,452.30313
1772,False,True,457.22968
1773,False,True,452.30313
1774,False,True,471.01242
1775,False,True,482.1123
1776,False,False,1.0001589
1777,False,False,1.0000744
1778,False,False,1.0001589
1779,False,False,1.0000114
1780,False,False,1.0000128
1781,False,False,1.0000744
1782,False,False,1.0001589
1783,False,False,1.0000744
1784,False,False,1.0001589
1785,False,False,1.0000114
1786,False,False,1.0000108
1787,True,True,338.52753
1788,False,False,1.0031492
1789,False,False,1.0020655
1790,False,True,351.8622
1791,False,True,455.66754
1792,False,True,467.8431
1793,False,False,1.0004312
1794,False,False,1.0000004
1795,True,False,1.0019925
1796,False,False,1.0002685
1797,False,False,1.0014614
1798,False,False,1.002387
1799,False,True,1.0248805
1800,False,True,1.0467198
1801,False,True,1.0199959
1802,False,True,439.1499
1803,False,True,464.5309
1804,False,True,432.7233
1805,True,True,382.0582
1806,False,False,1.0000175
1807,False,False,1.0000175
1808,False,False,1.0017667
1809,False,False,1.0030706
1810,False,False,1.0000725
1811,False,False,1.0000923
1812,False,True,1.0070997
1813,False,False,1.0005419
1814,False,False,1.0006139
1815,False,False,1.0000888
1816,True,True,878.897
1817,False,True,1.0478067
1818,False,False,1.0010016
1819,False,False,1.0011647
1820,False,True,1.2327664
1821,False,False,1.0002108
1822,False,False,1.0001438
1823,False,False,1.0016503
1824,False,False,1.0000823
1825,False,False,1.0001166
1826,False,True,22.430548
1827,False,False,1.0000097
1828,False,False,1.0000006
1829,False,False,1.0001445
1830,False,False,1.0000001
1831,False,False,1.0020932
1832,False,True,1.8771765
1833,False,False,1.0021652
1834,False,False,1.0025988
1835,False,False,1.0037882
1836,False,False,1.0000082
1837,False,False,1.0000075
1838,False,False,1.0017112
1839,False,True,1.0045818
1840,False,True,498.58072
1841,False,True,504.65463
1842,False,False,1.0000026
1843,False,False,1.0000026
1844,False,False,1.0000082
1845,False,False,1.0000032
1846,False,False,1.0000032
1847,False,False,1.0000038
1848,False,False,1.0000026
1849,True,False,1.0001385
1850,False,False,1.0
1851,False,False,1.0000001
1852,False,False,1.0000002
1853,False,False,1.0001906
1854,False,False,1.0000013
1855,False,False,1.0000006
1856,True,True,24.98324
1857,True,False,1.0000229
1858,False,False,1.00001
1859,True,True,353.13025
1860,False,True,453.8105
1861,False,True,437.16394
1862,False,True,466.51736
1863,False,True,421.87082
1864,False,True,460.64963
1865,False,True,360.97528
1866,False,True,5.3159213
1867,True,True,527.02686
1868,True,True,309.19357
1869,False,False,1.0000001
1870,False,False,1.000001
1871,False,False,1.0001444
1872,False,False,1.0007844
1873,False,False,1.0007844
1874,False,False,1.0010934
1875,False,False,1.000002
1876,False,False,1.000002
1877,False,False,1.0005623
1878,True,True,67.29722
1879,False,True,1.011125
1880,False,False,1.0008218
1881,False,False,1.000304
1882,False,False,1.0000615
1883,False,True,371.98746
1884,False,True,352.12076
1885,False,True,1.010762
1886,False,True,394.80853
1887,False,True,439.3551
1888,False,True,445.43237
1889,True,True,431.27994
1890,False,True,442.2384
1891,False,True,442.9387
1892,True,True,445.38556
1893,False,True,476.3138
1894,True,True,1.016199
1895,True,True,587.60626
1896,False,True,450.25992
1897,False,True,444.9639
1898,False,True,438.97647
1899,False,True,463.11655
1900,False,True,426.0679
1901,True,True,366.65262
1902,False,False,1.0000603
1903,False,False,1.0000603
1904,False,False,1.0000656
1905,False,False,1.000147
1906,True,False,1.0004964
1907,False,True,315.64746
1908,False,True,449.84558
1909,False,True,438.5755
1910,False,True,446.3382
1911,False,False,1.0000004
1912,True,True,1.1799424
1913,False,True,558.3193
1914,False,True,449.88925
1915,False,True,441.67404
1916,True,True,420.60916
1917,False,False,1.0001628
1918,False,False,1.0000856
1919,False,True,3.5221367
1920,False,True,3.3800414
1921,False,False,1.00002
1922,False,False,1.0011078
1923,False,False,1.0000145
1924,False,False,1.0000147
1925,True,True,1.3072435
1926,False,False,1.0000027
1927,False,False,1.0000001
1928,True,True,335.35648
1929,False,True,450.39984
1930,False,True,444.29224
1931,True,True,450.8149
1932,False,True,434.32617
1933,False,True,467.47928
1934,False,True,439.96167
1935,False,True,351.56302
1936,False,True,473.6696
1937,True,True,494.27817
1938,False,False,1.0028898
1939,False,True,1.0124866
1940,False,False,1.0028898
1941,False,True,1.0124866
1942,True,True,4311.375
1943,False,True,398.905
1944,False,True,417.52563
1945,False,True,460.8693
1946,False,True,415.959
1947,False,True,1.0358001
1948,False,False,1.0026116
1949,False,True,2.0280988
1950,False,True,1.0190444
1951,False,False,1.0039641
1952,False,True,347.49985
1953,False,True,430.99948
1954,True,True,438.69217
1955,False,True,526.1013
1956,False,True,1.0194272
1957,False,True,1.0358001
1958,False,True,1.0248029
1959,False,True,1.0194272
1960,False,True,1.0194272
1961,False,True,373.3837
1962,False,True,445.75204
1963,False,True,375.65652
1964,True,True,40.023148
1965,False,False,1.002999
1966,False,True,1.0072796
1967,True,True,2895.3538
1968,False,True,508.1256
1969,True,True,286.43262
1970,False,False,1.0001931
1971,False,True,406.81564
1972,False,True,439.42825
1973,False,True,460.5499
1974,False,True,436.12094
1975,False,True,422.68536
1976,False,True,462.31244
1977,False,True,427.48175
1978,False,True,439.48886
1979,True,True,497.03894
1980,False,False,1.0025333
1981,False,False,1.000641
1982,True,True,768.6277
1983,False,False,1.0000672
1984,False,False,1.0000006
1985,False,False,1.0000248
1986,False,False,1.0000601
1987,False,False,1.0000196
1988,False,False,1.0002826
1989,False,False,1.0007371
1990,False,True,546.5633
1991,True,True,396.0071
1992,False,True,684.8216
1993,False,True,419.67828
1994,False,True,419.55286
1995,True,True,462.24564
1996,False,True,434.81842
1997,True,True,378.46988
1998,False,True,3.3800414
1999,False,True,1.3082023
2000,False,True,3.3800414
2001,False,False,1.000007
2002,False,False,1.0000024
2003,False,True,2.160924
2004,False,False,1.0001395
2005,False,False,1.0000145
2006,False,False,1.0000107
2007,False,False,1.0000001
2008,False,False,1.0000125
2009,False,True,1.0166636
2010,False,False,1.0000433
2011,False,False,1.0000145
2012,True,True,356.89767
2013,False,True,455.83795
2014,False,True,452.78586
2015,True,True,447.41782
2016,False,True,457.4268
2017,False,True,457.4268
2018,True,True,340.03592
2019,False,False,1.0003344
2020,False,True,602.7627
2021,False,True,455.2285
2022,False,True,450.33942
2023,False,True,445.10574
2024,False,True,440.14905
2025,False,True,451.3708
2026,True,True,451.3708
2027,False,True,451.46225
2028,False,False,1.0007571
2029,False,False,1.0007422
2030,True,True,1290.5884
2031,False,False,1.0000147
2032,False,False,1.0000466
2033,True,True,571.58466
2034,False,True,443.9324
2035,False,True,447.58838
2036,False,True,452.32617
2037,False,True,458.35123
2038,False,True,448.4312
2039,True,True,402.71536
2040,False,False,1.0001192
2041,False,False,1.0000546
2042,False,False,1.0000008
2043,False,False,1.000008
2044,False,False,1.0000328
2045,False,False,1.0003045
2046,False,False,1.0000107
2047,False,False,1.0000107
2048,False,False,1.0001736
2049,False,False,1.0000125
2050,False,False,1.0000546
2051,False,False,1.0000532
2052,False,True,625.73315
2053,False,True,360.77847
2054,False,True,540.07697
2055,False,True,354.11444
2056,False,True,1.0877801
2057,False,False,1.0035508
2058,False,False,1.0000411
2059,False,False,1.0000411
2060,False,True,398.905
2061,False,True,460.8693
2062,False,True,444.7935
2063,False,True,463.9981
2064,False,False,1.0010519
2065,False,False,1.0003655
2066,False,False,1.0000045
2067,False,False,1.0000038
2068,False,False,1.0000411
2069,False,False,1.0011231
2070,False,False,1.0008638
2071,False,True,1.0311941
2072,False,True,1.2485409
2073,False,False,1.0011532
2074,False,True,335.65585
2075,False,True,428.80707
2076,False,True,446.60965
2077,False,True,434.89993
2078,False,True,444.34357
2079,False,True,475.93478
2080,False,True,497.82773
2081,False,True,475.93478
2082,False,True,1.0094115
2083,False,True,1.0094115
2084,True,True,364.82922
2085,False,True,429.22937
2086,False,True,435.35977
2087,False,True,411.9115
2088,False,True,464.06296
2089,True,True,446.25433
2090,False,True,473.19366
2091,False,True,442.60043
2092,False,True,450.68134
2093,False,True,465.55737
2094,True,True,426.8315
2095,True,True,365.46112
2096,False,False,1.0009267
2097,False,True,335.65585
2098,False,True,434.72556
2099,False,True,447.4498
2100,False,True,443.75168
2101,False,True,434.89993
2102,False,True,533.9685
2103,False,True,1.0094115
2104,False,True,497.82773
2105,False,True,407.05038
2106,False,False,1.0002916
2107,True,True,4.01974
2108,False,True,494.0787
2109,False,True,443.7356
2110,False,True,453.06317
2111,False,True,460.8421
2112,False,True,453.16452
2113,False,True,442.90292
2114,False,True,384.6614
2115,False,False,1.0000056
2116,False,False,1.0000188
2117,False,True,368.46588
2118,True,True,420.15045
2119,False,True,428.55627
2120,False,True,423.3509
2121,False,True,434.34833
2122,False,True,434.34833
2123,False,True,432.17313
2124,False,True,434.04694
2125,False,True,450.30988
2126,False,True,450.30988
2127,False,True,444.01624
2128,False,True,455.44644
2129,True,True,448.79016
2130,False,True,438.77753
2131,False,True,434.63416
2132,True,True,447.1723
2133,False,True,454.17493
2134,False,True,426.42236
2135,False,True,317.2087
2136,False,True,1.0171605
2137,False,True,1.0099761
2138,False,True,270.6196
2139,False,True,439.39627
2140,False,True,457.83435
2141,False,True,448.15182
2142,False,True,462.64804
2143,False,True,442.87848
2144,False,True,430.56262
2145,False,True,429.12668
2146,False,True,433.577
2147,False,True,455.18625
2148,False,True,448.24176
2149,False,True,448.24176
2150,False,True,447.78485
2151,False,True,442.61688
2152,False,True,417.99127
2153,False,True,526.03644
2154,False,True,437.05017
2155,False,True,447.26462
2156,True,True,444.48145
2157,False,True,442.6206
2158,False,True,456.93893
2159,True,True,449.5264
2160,False,True,441.69547
2161,False,True,439.97797
2162,False,True,567.7501
2163,False,False,1.0023358
2164,False,True,1.0577873
2165,True,True,871.6836
2166,False,True,1.1196859
2167,False,False,1.0013508
2168,False,False,1.0017896
2169,False,False,1.0000232
2170,False,False,1.0000232
2171,False,False,1.0018505
2172,False,True,1.0265883
2173,False,True,1.1033405
2174,False,True,434.33383
2175,False,True,332.05963
2176,False,True,1.0134418
2177,False,True,303.36823
2178,False,True,37.589767
2179,False,False,1.0021619
2180,False,True,395.72223
2181,False,True,419.3982
2182,False,True,419.3982
2183,False,True,430.81976
2184,False,False,1.0001185
2185,False,False,1.0001185
2186,False,True,439.80722
2187,False,True,450.63882
2188,False,True,436.85
2189,True,True,444.00702
2190,False,True,1.0313338
2191,False,True,1.0313338
2192,False,False,1.00196
2193,False,False,1.0002221
2194,False,False,1.0002221
2195,False,True,336.64078
2196,False,False,1.0003566
2197,False,False,1.0000008
2198,False,False,1.0000031
2199,False,False,1.0000004
2200,True,False,1.0001127
2201,True,True,431.4291
2202,False,True,409.69998
2203,False,True,620.8574
2204,False,False,1.0015281
2205,False,False,1.000134
2206,True,True,395.19742
2207,False,True,459.83453
2208,False,True,460.65314
2209,False,True,460.99014
2210,False,True,460.65314
2211,False,True,445.11737
2212,False,True,453.63586
2213,False,True,453.04425
2214,False,True,445.0085
2215,False,True,431.15088
2216,True,True,444.6145
2217,True,True,427.5519
2218,False,True,432.01706
2219,False,True,449.34314
2220,False,True,316.32187
2221,False,False,1.0003936
2222,True,True,606.1333
2223,False,True,438.0744
2224,False,True,456.9137
2225,False,True,455.547
2226,True,True,437.07123
2227,False,True,460.89166
2228,False,True,444.87076
2229,False,True,447.7622
2230,False,True,447.34183
2231,False,True,455.6003
2232,True,True,443.372
2233,False,True,463.46765
2234,False,True,433.79245
2235,False,True,432.90692
2236,False,True,443.74573
2237,False,True,440.40292
2238,False,True,431.56232
2239,False,True,431.56232
2240,False,True,444.77188
2241,True,True,443.74573
2242,False,True,432.90692
2243,False,True,454.38388
2244,False,True,452.46106
2245,False,True,457.72723
2246,False,True,450.92136
2247,False,True,424.07895
2248,False,True,445.0962
2249,False,True,417.7203
2250,False,True,436.78476
2251,True,True,366.229
2252,False,True,429.383
2253,False,True,408.08142
2254,False,True,398.2765
2255,False,True,428.76877
2256,False,True,445.9952
2257,False,True,447.2746
2258,False,True,439.26727
2259,False,True,425.4243
2260,False,True,431.3017
2261,True,True,642.2882
2262,True,True,19842.742
2263,False,False,1.0000057
2264,False,True,6.9467564
2265,False,False,1.0002593
2266,False,False,1.0000271
2267,False,False,1.0002593
2268,False,False,1.0000271
2269,False,False,1.0000147
2270,False,False,1.0002074
2271,False,True,407.5065
2272,False,True,649.40454
2273,True,False,1.0001365
2274,False,False,1.0004431
2275,False,False,1.0000228
2276,False,False,1.0000228
2277,False,False,1.0002184
2278,False,False,1.0002593
2279,False,False,1.0015755
2280,False,False,1.0000906
2281,False,False,1.0002221
2282,False,False,1.0017653
2283,False,False,1.0036049
2284,False,False,1.0021619
2285,False,True,452.6581
2286,True,True,436.85
2287,False,True,438.60614
2288,True,True,441.5106
2289,False,True,394.54663
2290,False,True,381.3442
2291,False,True,426.1443
2292,False,False,1.0001132
2293,False,False,1.0000731
2294,False,True,1.0044999
2295,False,True,1.0124744
2296,False,True,1.0124744
2297,False,True,489.19003
2298,False,True,431.15088
2299,False,True,445.0085
2300,True,True,440.818
2301,False,True,440.65417
2302,False,True,440.65417
2303,False,True,440.65417
2304,False,True,440.65417
2305,False,True,440.65417
2306,True,True,449.96136
2307,False,True,436.66196
2308,False,True,436.66196
2309,True,True,461.15027
2310,False,True,464.19482
2311,False,True,344.22754
2312,False,True,469.68347
2313,False,True,464.19482
2314,False,True,464.19482
2315,False,True,464.19482
2316,False,True,344.22754
2317,False,True,469.68347
2318,True,True,444.07248
2319,False,True,449.335
2320,True,True,458.03094
2321,False,True,427.20593
2322,False,True,459.23828
2323,False,True,439.17743
2324,False,True,458.11743
2325,False,True,454.2884
2326,False,True,462.69604
2327,True,True,433.2914
2328,False,True,324.1552
2329,False,False,1.0000929
2330,False,False,1.0006737
2331,False,True,519.08936
2332,True,True,437.10925
2333,True,True,432.7385
2334,False,True,451.43326
2335,False,True,451.43326
2336,False,True,665.1978
2337,False,False,1.0000001
2338,False,False,1.0012553
2339,False,True,2.8148608
2340,False,False,1.0000004
2341,False,False,1.0000004
2342,False,True,1.0395278
2343,False,False,1.0014305
2344,False,False,1.0014305
2345,False,True,1.0067853
2346,False,False,1.0000004
2347,False,False,1.0000004
2348,False,True,1.0395278
2349,False,True,1.0310199
2350,False,False,1.0000539
2351,False,True,1.1681849
2352,False,False,1.0000176
2353,False,False,1.0001129
2354,False,True,1.004257
2355,False,True,265.12442
2356,False,False,1.0003357
